Container_ID,Commodity,Origin,Destination,Temperature_C,Humidity_Percent,Vibration_g,Latitude,Longitude,Timestamp,Sensor_Status,Battery_Level,Transport_Mode
C1228,Mango,Chennai,Kolkata,14.9,80,0.84,22.921092,75.674389,01-08-2026 11:47,Low Battery,40,Rail
C1229,Orange,Bengaluru,Delhi,7.5,79,1.25,13.073997,77.711636,01-08-2026 11:48,Active,57,Truck
C1230,Banana,Mumbai,Delhi,10,56,0.44,9.379464,81.800078,01-08-2026 11:49,Active,68,Truck
C1231,Avocado,Mumbai,Kolkata,7.2,69,0.86,23.464907,84.80505,01-08-2026 11:50,Low Battery,48,Truck
C1232,Orange,Bengaluru,Lucknow,6.1,93,1.18,24.776841,75.908917,01-08-2026 11:51,Active,96,Truck
C1233,Banana,Pune,Lucknow,5.9,58,0.88,20.129176,84.131,01-08-2026 11:52,Active,51,Rail
C1234,Avocado,Hyderabad,Ahmedabad,14.6,79,1.2,14.534056,78.869356,01-08-2026 11:53,Low Battery,49,Truck
C1235,Orange,Chennai,Lucknow,8.2,69,0.52,22.505324,85.295307,01-08-2026 11:54,Active,98,Rail
C1236,Banana,Pune,Kolkata,9.2,63,0.64,13.227411,77.449339,01-08-2026 11:55,Low Battery,45,Truck
C1237,Orange,Chennai,Jaipur,11.4,67,0.17,15.731943,81.981996,01-08-2026 11:56,Low Battery,42,Truck
C1238,Banana,Chennai,Ahmedabad,4.7,76,0.52,26.63438,75.494828,01-08-2026 11:57,Active,52,Truck
C1239,Orange,Pune,Lucknow,11.1,80,1.38,19.317625,84.795979,01-08-2026 11:58,Active,64,Rail
C1240,Apple,Pune,Kolkata,5.4,87,1.34,17.553083,85.246474,01-08-2026 11:59,Active,86,Truck
C1241,Apple,Mumbai,Lucknow,6.1,57,0.89,12.536119,74.407725,01-08-2026 12:00,Active,56,Rail
C1242,Apple,Hyderabad,Kolkata,4,76,0.42,19.680685,76.054545,01-08-2026 12:01,Active,75,Rail
C1243,Banana,Mumbai,Delhi,8,77,0.34,22.766427,80.057219,01-08-2026 12:02,Active,98,Truck
C1244,Avocado,Chennai,Jaipur,14.3,58,1.17,16.454041,85.901988,01-08-2026 12:03,Active,54,Truck
C1245,Mango,Pune,Ahmedabad,8.6,78,0.18,21.073436,87.409411,01-08-2026 12:04,Active,98,Truck
C1246,Avocado,Chennai,Lucknow,8.9,81,0.12,18.853062,76.533222,01-08-2026 12:05,Active,58,Rail
C1247,Mango,Hyderabad,Kolkata,3.4,61,0.83,12.939861,82.226384,01-08-2026 12:06,Active,56,Rail
C1248,Avocado,Chennai,Delhi,6.8,80,0.74,12.985762,83.504399,01-08-2026 12:07,Active,59,Truck
C1249,Banana,Pune,Ahmedabad,6.9,90,0.77,21.053336,83.596945,01-08-2026 12:08,Low Battery,45,Rail
C1250,Orange,Mumbai,Ahmedabad,14.7,61,1.35,26.84262,75.791147,01-08-2026 12:09,Active,97,Rail
C1251,Avocado,Hyderabad,Delhi,14,72,1.36,19.551952,72.542879,01-08-2026 12:10,Active,99,Truck
C1252,Orange,Pune,Lucknow,3.9,80,1.4,14.135176,81.30531,01-08-2026 12:11,Active,76,Rail
C1253,Banana,Hyderabad,Delhi,11.8,63,1.21,22.130866,73.294057,01-08-2026 12:12,Active,87,Truck
C1254,Banana,Hyderabad,Delhi,5,59,0.58,23.764616,87.755164,01-08-2026 12:13,Active,65,Rail
C1255,Banana,Pune,Delhi,8.4,77,0.87,15.696253,75.064674,01-08-2026 12:14,Active,77,Rail
C1256,Mango,Pune,Kolkata,11.3,60,0.48,15.79,84.93419,01-08-2026 12:15,Low Battery,49,Rail
C1257,Avocado,Bengaluru,Ahmedabad,3.2,74,0.72,23.607603,73.686818,01-08-2026 12:16,Low Battery,45,Rail
C1258,Orange,Mumbai,Kolkata,9.2,81,0.24,9.837186,81.144627,01-08-2026 12:17,Active,78,Rail
C1259,Avocado,Mumbai,Lucknow,5.8,79,1.19,22.859299,81.232353,01-08-2026 12:18,Active,55,Truck
C1260,Banana,Hyderabad,Ahmedabad,4.2,72,0.52,18.109041,73.043908,01-08-2026 12:19,Active,67,Rail
C1261,Banana,Mumbai,Jaipur,12.2,78,0.45,13.055096,82.313056,01-08-2026 12:20,Active,78,Rail
C1262,Avocado,Hyderabad,Ahmedabad,3.8,55,1.43,14.810453,82.233171,01-08-2026 12:21,Active,91,Rail
C1263,Banana,Pune,Kolkata,12.6,93,0.29,14.573636,87.630102,01-08-2026 12:22,Active,52,Truck
C1264,Banana,Bengaluru,Kolkata,14.6,73,1.13,20.9745,87.968091,01-08-2026 12:23,Active,90,Rail
C1265,Apple,Bengaluru,Lucknow,12.6,80,0.61,27.107377,75.296701,01-08-2026 12:24,Active,74,Truck
C1266,Banana,Pune,Ahmedabad,14.3,68,0.71,13.97229,83.431782,01-08-2026 12:25,Active,92,Truck
C1267,Apple,Pune,Lucknow,5.1,64,1.1,24.176074,73.220425,01-08-2026 12:26,Active,78,Rail
C1268,Orange,Mumbai,Lucknow,8.6,81,0.86,24.209779,77.932237,01-08-2026 12:27,Active,97,Truck
C1269,Avocado,Pune,Kolkata,12,77,0.33,20.559897,81.293135,01-08-2026 12:28,Active,81,Rail
C1270,Avocado,Mumbai,Jaipur,2.1,71,0.41,23.310487,81.206891,01-08-2026 12:29,Active,84,Rail
C1271,Apple,Chennai,Kolkata,7.1,92,1.07,11.090271,88.462095,01-08-2026 12:30,Active,70,Rail
C1272,Avocado,Pune,Kolkata,3.5,64,0.59,15.032867,84.940455,01-08-2026 12:31,Active,73,Rail
C1273,Avocado,Chennai,Kolkata,7.7,83,0.55,14.155414,85.368068,01-08-2026 12:32,Low Battery,47,Truck
C1274,Mango,Pune,Jaipur,14.1,70,0.82,19.314161,77.461329,01-08-2026 12:33,Active,67,Rail
C1275,Mango,Mumbai,Ahmedabad,4.4,82,0.65,23.116462,86.571107,01-08-2026 12:34,Active,68,Rail
C1276,Avocado,Chennai,Lucknow,11.2,68,0.49,22.427075,85.134133,01-08-2026 12:35,Active,76,Truck
C1277,Apple,Hyderabad,Lucknow,6.2,84,0.26,21.749379,80.076486,01-08-2026 12:36,Active,80,Rail
C1278,Orange,Hyderabad,Lucknow,7.1,62,0.59,25.333115,82.186484,01-08-2026 12:37,Active,92,Truck
C1279,Mango,Pune,Ahmedabad,6.1,70,0.53,11.752413,83.441703,01-08-2026 12:38,Active,72,Truck
C1280,Orange,Bengaluru,Lucknow,7,66,0.78,19.016275,87.166156,01-08-2026 12:39,Active,99,Truck
C1281,Banana,Chennai,Ahmedabad,5.8,66,0.54,17.24552,72.884586,01-08-2026 12:40,Active,62,Truck
C1282,Mango,Pune,Ahmedabad,12.6,90,0.81,18.146882,83.297495,01-08-2026 12:41,Active,66,Truck
C1283,Avocado,Pune,Lucknow,9.4,69,0.51,13.634485,80.870542,01-08-2026 12:42,Low Battery,50,Rail
C1284,Orange,Mumbai,Delhi,8.6,91,0.26,23.889817,85.584166,01-08-2026 12:43,Active,63,Rail
C1285,Orange,Chennai,Ahmedabad,4.8,82,0.24,25.01645,84.397201,01-08-2026 12:44,Active,59,Rail
C1286,Apple,Bengaluru,Lucknow,13.2,60,0.71,28.376133,84.797922,01-08-2026 12:45,Active,55,Rail
C1287,Orange,Chennai,Lucknow,10.2,65,0.96,24.089411,85.423243,01-08-2026 12:46,Active,91,Rail
C1288,Orange,Hyderabad,Lucknow,5.7,89,0.34,28.069503,76.828473,01-08-2026 12:47,Active,76,Truck
C1289,Mango,Bengaluru,Jaipur,14.5,81,1.39,28.345968,86.306285,01-08-2026 12:48,Low Battery,48,Truck
C1290,Apple,Pune,Ahmedabad,12.8,80,0.79,19.837223,76.433833,01-08-2026 12:49,Active,66,Truck
C1291,Avocado,Hyderabad,Lucknow,7.2,72,1.07,25.985006,79.502478,01-08-2026 12:50,Active,71,Truck
C1292,Avocado,Mumbai,Ahmedabad,11.5,84,0.99,22.294424,86.026753,01-08-2026 12:51,Active,90,Truck
C1293,Banana,Bengaluru,Lucknow,12.7,86,0.48,24.981044,77.57296,01-08-2026 12:52,Active,76,Rail
C1294,Apple,Chennai,Jaipur,13.6,58,0.16,20.83668,85.805586,01-08-2026 12:53,Low Battery,41,Rail
C1295,Banana,Hyderabad,Jaipur,2,82,0.38,22.116134,74.176566,01-08-2026 12:54,Active,81,Rail
C1296,Avocado,Pune,Kolkata,10.5,71,0.22,21.622431,82.707035,01-08-2026 12:55,Low Battery,43,Truck
C1297,Banana,Mumbai,Ahmedabad,10.5,61,0.1,17.774538,74.189547,01-08-2026 12:56,Active,54,Truck
C1298,Avocado,Bengaluru,Ahmedabad,11,62,1.48,16.657436,74.18089,01-08-2026 12:57,Low Battery,44,Truck
C1299,Avocado,Bengaluru,Jaipur,3.3,78,1.33,10.811151,84.762098,01-08-2026 12:58,Active,88,Truck
C1300,Orange,Bengaluru,Ahmedabad,9.3,94,1.01,17.022038,83.920128,01-08-2026 12:59,Active,80,Rail
C1301,Mango,Pune,Kolkata,3.1,61,0.3,10.524723,84.045151,01-08-2026 13:00,Active,62,Truck
C1302,Mango,Chennai,Kolkata,5.6,60,0.45,20.320481,83.899464,01-08-2026 13:01,Active,58,Truck
C1303,Orange,Bengaluru,Ahmedabad,9.9,67,1.15,14.058612,72.900391,01-08-2026 13:02,Active,97,Rail
C1304,Avocado,Hyderabad,Jaipur,5.1,95,0.93,18.829873,88.132,01-08-2026 13:03,Active,63,Rail
C1305,Orange,Chennai,Delhi,7.5,89,1.06,23.635882,87.748474,01-08-2026 13:04,Active,89,Truck
C1306,Avocado,Mumbai,Ahmedabad,5.4,57,1.39,27.44794,78.566588,01-08-2026 13:05,Active,58,Rail
C1307,Banana,Mumbai,Jaipur,3.1,89,0.85,11.129949,73.379352,01-08-2026 13:06,Low Battery,45,Truck
C1308,Orange,Hyderabad,Ahmedabad,6.2,92,0.99,25.107793,83.237419,01-08-2026 13:07,Low Battery,44,Truck
C1309,Avocado,Bengaluru,Delhi,5.2,82,0.26,20.552084,72.907972,01-08-2026 13:08,Active,82,Truck
C1310,Mango,Hyderabad,Jaipur,11.1,65,0.79,15.107455,80.534177,01-08-2026 13:09,Active,92,Rail
C1311,Mango,Pune,Kolkata,11.7,72,1.13,10.420163,86.848308,01-08-2026 13:10,Active,61,Truck
C1312,Apple,Pune,Lucknow,11.3,91,0.98,18.171025,80.427901,01-08-2026 13:11,Low Battery,43,Truck
C1313,Apple,Mumbai,Delhi,4,61,1.35,21.819469,73.903004,01-08-2026 13:12,Active,87,Truck
C1314,Avocado,Chennai,Lucknow,5.2,85,0.61,26.864644,74.952855,01-08-2026 13:13,Active,94,Rail
C1315,Mango,Hyderabad,Delhi,6.2,81,1.38,14.55867,85.62895,01-08-2026 13:14,Active,76,Truck
C1316,Mango,Hyderabad,Kolkata,4.9,88,1.47,27.558628,73.137286,01-08-2026 13:15,Active,69,Rail
C1317,Avocado,Mumbai,Jaipur,9.2,55,0.62,13.977699,84.944369,01-08-2026 13:16,Active,87,Rail
C1318,Apple,Bengaluru,Jaipur,9.7,86,1.5,23.905662,84.085645,01-08-2026 13:17,Active,74,Truck
C1319,Banana,Hyderabad,Delhi,2.3,89,0.58,25.211267,86.473777,01-08-2026 13:18,Active,100,Rail
C1320,Apple,Hyderabad,Delhi,3.4,88,1.48,16.606225,87.859554,01-08-2026 13:19,Low Battery,49,Truck
C1321,Mango,Chennai,Lucknow,13.7,88,0.68,26.359348,79.564557,01-08-2026 13:20,Active,87,Truck
C1322,Orange,Bengaluru,Kolkata,3.7,80,0.2,19.640325,79.177217,01-08-2026 13:21,Low Battery,48,Rail
C1323,Apple,Bengaluru,Delhi,14,80,1.08,23.074734,77.247952,01-08-2026 13:22,Active,57,Truck
C1324,Mango,Pune,Delhi,12.1,92,0.25,10.165984,79.417851,01-08-2026 13:23,Active,60,Rail
C1325,Mango,Hyderabad,Lucknow,7.9,84,0.47,10.458228,74.600654,01-08-2026 13:24,Active,83,Truck
C1326,Mango,Mumbai,Delhi,12.9,75,0.31,22.578727,87.9786,01-08-2026 13:25,Active,65,Rail
C1327,Apple,Mumbai,Jaipur,12.7,66,0.14,16.290041,79.461319,01-08-2026 13:26,Active,87,Truck
C1328,Banana,Bengaluru,Jaipur,3.3,63,0.27,9.264218,84.88584,01-08-2026 13:27,Active,54,Rail
C1329,Apple,Chennai,Jaipur,10.9,60,0.92,13.305823,85.410327,01-08-2026 13:28,Low Battery,41,Rail
C1330,Mango,Mumbai,Ahmedabad,3.2,76,0.27,27.316754,72.835522,01-08-2026 13:29,Active,99,Rail
C1331,Banana,Pune,Jaipur,2.4,82,0.34,12.40168,75.087993,01-08-2026 13:30,Active,57,Truck
C1332,Orange,Chennai,Delhi,10,70,1.01,18.227278,86.565846,01-08-2026 13:31,Active,70,Rail
C1333,Banana,Mumbai,Delhi,3.8,67,1,24.342558,76.110938,01-08-2026 13:32,Active,91,Rail
C1334,Apple,Bengaluru,Delhi,8.2,86,0.58,19.595848,77.306473,01-08-2026 13:33,Active,57,Rail
C1335,Orange,Mumbai,Jaipur,4.8,72,0.18,28.326392,80.735633,01-08-2026 13:34,Active,89,Truck
C1336,Avocado,Bengaluru,Lucknow,5.2,70,0.47,24.733846,87.134781,01-08-2026 13:35,Low Battery,43,Rail
C1337,Apple,Hyderabad,Lucknow,14.2,66,0.35,20.14665,85.302469,01-08-2026 13:36,Active,84,Truck
C1338,Apple,Pune,Lucknow,14.3,91,0.3,27.441554,85.805498,01-08-2026 13:37,Active,91,Rail
C1339,Mango,Chennai,Kolkata,8.4,60,0.18,20.334087,72.328812,01-08-2026 13:38,Active,70,Truck
C1340,Mango,Bengaluru,Lucknow,6.4,66,1.39,25.307824,77.339215,01-08-2026 13:39,Low Battery,41,Truck
C1341,Avocado,Mumbai,Delhi,13,78,1.44,15.658611,87.541733,01-08-2026 13:40,Active,65,Rail
C1342,Apple,Hyderabad,Jaipur,6.2,65,1.13,16.955802,82.547889,01-08-2026 13:41,Active,71,Rail
C1343,Mango,Chennai,Lucknow,10.7,66,0.63,23.046897,76.859535,01-08-2026 13:42,Active,51,Rail
C1344,Orange,Mumbai,Delhi,2.4,93,0.55,24.580542,82.087789,01-08-2026 13:43,Active,80,Rail
C1345,Mango,Chennai,Kolkata,6.3,59,0.43,28.138783,74.770142,01-08-2026 13:44,Active,96,Rail
C1346,Avocado,Chennai,Delhi,5.4,70,1.07,15.184864,84.98583,01-08-2026 13:45,Active,86,Rail
C1347,Banana,Pune,Delhi,11.5,65,1.34,18.108181,78.248757,01-08-2026 13:46,Active,74,Rail
C1348,Orange,Chennai,Kolkata,10.5,69,0.33,9.511042,85.955081,01-08-2026 13:47,Active,58,Rail
C1349,Avocado,Chennai,Kolkata,3,65,1.34,11.298542,73.23754,01-08-2026 13:48,Active,100,Rail
C1350,Avocado,Bengaluru,Jaipur,7.6,65,0.95,16.901108,72.88367,01-08-2026 13:49,Active,61,Rail
C1351,Orange,Pune,Lucknow,11.4,89,0.47,13.771223,75.919547,01-08-2026 13:50,Low Battery,43,Rail
C1352,Mango,Pune,Jaipur,2.7,55,0.7,14.038264,82.923334,01-08-2026 13:51,Active,78,Truck
C1353,Avocado,Pune,Ahmedabad,4.7,95,0.51,9.67969,85.92219,01-08-2026 13:52,Active,59,Rail
C1354,Apple,Pune,Delhi,3.2,89,0.64,15.605921,78.293846,01-08-2026 13:53,Active,51,Rail
C1355,Banana,Chennai,Delhi,8,69,1.27,19.567055,74.493656,01-08-2026 13:54,Active,84,Rail
C1356,Orange,Pune,Lucknow,7.4,92,0.42,9.250167,78.387251,01-08-2026 13:55,Active,73,Rail
C1357,Orange,Mumbai,Lucknow,13.5,85,0.52,16.093489,86.090007,01-08-2026 13:56,Low Battery,42,Truck
C1358,Avocado,Bengaluru,Jaipur,14.3,83,0.34,28.179544,88.04072,01-08-2026 13:57,Active,91,Truck
C1359,Banana,Hyderabad,Kolkata,3,82,0.38,24.862563,74.439991,01-08-2026 13:58,Active,78,Truck
C1360,Avocado,Chennai,Lucknow,7,80,0.87,25.560796,80.574855,01-08-2026 13:59,Active,98,Rail
C1361,Avocado,Chennai,Lucknow,7.4,64,0.89,19.94488,87.919722,01-08-2026 14:00,Low Battery,46,Truck
C1362,Apple,Mumbai,Ahmedabad,13.3,77,1.33,13.414801,82.803997,01-08-2026 14:01,Active,76,Truck
C1363,Mango,Hyderabad,Jaipur,5.6,64,0.97,21.956664,78.628378,01-08-2026 14:02,Active,65,Truck
C1364,Banana,Pune,Delhi,14,78,0.13,24.756411,77.000407,01-08-2026 14:03,Active,57,Truck
C1365,Mango,Chennai,Jaipur,5.9,83,1.18,14.5778,84.02519,01-08-2026 14:04,Active,78,Rail
C1366,Mango,Chennai,Lucknow,13.9,81,1.14,23.569613,86.308618,01-08-2026 14:05,Active,92,Truck
C1367,Avocado,Chennai,Jaipur,6,87,0.66,24.000587,80.650723,01-08-2026 14:06,Active,76,Truck
C1368,Mango,Hyderabad,Kolkata,12.9,70,0.15,9.036465,77.946189,01-08-2026 14:07,Active,52,Rail
C1369,Orange,Bengaluru,Ahmedabad,7.2,62,1.05,12.959731,80.064981,01-08-2026 14:08,Active,68,Rail
C1370,Apple,Chennai,Jaipur,4.1,71,1.15,22.121436,76.703645,01-08-2026 14:09,Active,64,Truck
C1371,Mango,Chennai,Ahmedabad,10.4,68,0.48,16.394898,72.330864,01-08-2026 14:10,Active,89,Truck
C1372,Mango,Hyderabad,Ahmedabad,9.8,55,0.41,20.47105,87.559582,01-08-2026 14:11,Active,85,Rail
C1373,Apple,Mumbai,Delhi,8,68,0.75,21.882521,85.601129,01-08-2026 14:12,Active,65,Truck
C1374,Orange,Chennai,Ahmedabad,15,78,0.89,20.172337,76.664168,01-08-2026 14:13,Active,83,Truck
C1375,Apple,Hyderabad,Jaipur,14.8,95,0.56,13.676141,82.825973,01-08-2026 14:14,Active,100,Truck
C1376,Orange,Hyderabad,Jaipur,12,58,1.23,24.448457,81.900549,01-08-2026 14:15,Active,82,Truck
C1377,Banana,Mumbai,Jaipur,15,71,1.37,16.294277,84.15608,01-08-2026 14:16,Active,77,Rail
C1378,Mango,Hyderabad,Jaipur,10.9,95,1.2,26.583793,83.08583,01-08-2026 14:17,Active,72,Truck
C1379,Apple,Bengaluru,Kolkata,3.3,63,1.14,22.866326,81.224022,01-08-2026 14:18,Active,98,Truck
C1380,Mango,Hyderabad,Ahmedabad,6.6,74,0.69,26.180293,78.13276,01-08-2026 14:19,Active,77,Truck
C1381,Banana,Bengaluru,Lucknow,2.7,95,0.92,27.35817,73.17506,01-08-2026 14:20,Active,96,Truck
C1382,Banana,Hyderabad,Ahmedabad,8.9,81,0.18,25.511915,74.266527,01-08-2026 14:21,Active,52,Rail
C1383,Mango,Hyderabad,Delhi,6.1,66,1.19,17.995407,82.412041,01-08-2026 14:22,Active,51,Truck
C1384,Banana,Chennai,Jaipur,5.6,65,0.91,11.24792,84.95598,01-08-2026 14:23,Active,89,Rail
C1385,Banana,Chennai,Kolkata,7.2,85,0.64,8.773369,75.290335,01-08-2026 14:24,Active,63,Truck
C1386,Avocado,Bengaluru,Delhi,10.8,95,1.13,12.638447,86.470255,01-08-2026 14:25,Active,59,Rail
C1387,Orange,Mumbai,Lucknow,9.7,65,0.19,8.937226,87.649646,01-08-2026 14:26,Active,69,Rail
C1388,Banana,Bengaluru,Ahmedabad,13.5,63,0.58,26.478367,77.92764,01-08-2026 14:27,Active,52,Truck
C1389,Mango,Hyderabad,Delhi,4.9,63,0.4,8.449222,80.326454,01-08-2026 14:28,Low Battery,47,Rail
C1390,Apple,Chennai,Delhi,12,94,0.17,28.390945,82.922504,01-08-2026 14:29,Active,81,Truck
C1391,Banana,Chennai,Kolkata,7.8,62,0.87,17.725125,74.526597,01-08-2026 14:30,Active,84,Rail
C1392,Avocado,Chennai,Lucknow,10.6,72,0.97,22.36489,78.910625,01-08-2026 14:31,Active,97,Truck
C1393,Apple,Mumbai,Jaipur,3.5,61,0.8,20.484537,84.836322,01-08-2026 14:32,Active,93,Rail
C1394,Banana,Hyderabad,Jaipur,5.8,57,0.87,26.662311,83.355365,01-08-2026 14:33,Active,70,Truck
C1395,Avocado,Mumbai,Delhi,10.7,62,1.27,21.71495,74.460884,01-08-2026 14:34,Low Battery,45,Truck
C1396,Apple,Bengaluru,Delhi,10.4,84,1.48,14.068455,79.660576,01-08-2026 14:35,Low Battery,46,Rail
C1397,Apple,Chennai,Delhi,12.4,75,0.7,10.375972,86.045557,01-08-2026 14:36,Active,96,Truck
C1398,Mango,Hyderabad,Jaipur,6.3,83,1.44,13.500343,84.095621,01-08-2026 14:37,Active,63,Truck
C1399,Banana,Pune,Jaipur,7.2,84,0.48,15.907168,86.036081,01-08-2026 14:38,Active,91,Truck
C1400,Mango,Mumbai,Ahmedabad,11.1,58,1.47,25.309172,73.711266,01-08-2026 14:39,Active,98,Rail
C1401,Mango,Bengaluru,Ahmedabad,9.9,77,0.96,25.682803,86.519179,01-08-2026 14:40,Active,86,Rail
C1402,Avocado,Mumbai,Lucknow,13.5,83,0.16,13.363064,77.184926,01-08-2026 14:41,Active,85,Truck
C1403,Apple,Pune,Jaipur,8.7,94,0.23,21.565122,76.10152,01-08-2026 14:42,Active,62,Truck
C1404,Avocado,Chennai,Ahmedabad,10.4,65,0.81,17.620423,80.181276,01-08-2026 14:43,Low Battery,50,Rail
C1405,Mango,Bengaluru,Delhi,6.3,72,0.17,12.565484,82.614736,01-08-2026 14:44,Active,65,Rail
C1406,Banana,Chennai,Delhi,12.4,83,0.22,18.218351,77.215015,01-08-2026 14:45,Active,71,Rail
C1407,Banana,Hyderabad,Lucknow,2.5,90,0.1,9.863359,81.969354,01-08-2026 14:46,Active,79,Truck
C1408,Banana,Mumbai,Lucknow,14.4,78,1.26,24.740068,85.931238,01-08-2026 14:47,Active,61,Rail
C1409,Apple,Hyderabad,Lucknow,11.3,62,0.24,21.50766,72.03625,01-08-2026 14:48,Active,62,Rail
C1410,Avocado,Chennai,Kolkata,2.6,65,0.79,24.847693,84.25143,01-08-2026 14:49,Active,66,Truck
C1411,Mango,Chennai,Ahmedabad,3.6,80,0.4,24.90336,75.14455,01-08-2026 14:50,Active,61,Truck
C1412,Orange,Chennai,Lucknow,3.6,83,0.74,20.080981,80.31926,01-08-2026 14:51,Active,71,Truck
C1413,Orange,Mumbai,Jaipur,14.2,92,0.78,18.420824,87.199178,01-08-2026 14:52,Active,51,Truck
C1414,Avocado,Mumbai,Jaipur,7,93,0.95,14.597797,86.542944,01-08-2026 14:53,Active,66,Rail
C1415,Banana,Mumbai,Kolkata,14.5,73,0.73,10.734123,78.8103,01-08-2026 14:54,Active,84,Rail
C1416,Orange,Bengaluru,Jaipur,10.2,67,0.39,22.644883,83.329086,01-08-2026 14:55,Active,98,Rail
C1417,Avocado,Mumbai,Kolkata,11.9,90,0.77,19.698083,83.008094,01-08-2026 14:56,Active,66,Rail
C1418,Avocado,Bengaluru,Kolkata,8.8,56,0.63,9.087832,72.933979,01-08-2026 14:57,Active,57,Rail
C1419,Mango,Chennai,Lucknow,12.9,73,0.39,19.094028,77.91826,01-08-2026 14:58,Active,68,Truck
C1420,Orange,Chennai,Ahmedabad,7.1,87,1.2,24.375846,76.746038,01-08-2026 14:59,Active,82,Rail
C1421,Banana,Mumbai,Ahmedabad,14.4,75,1.45,9.102945,84.270554,01-08-2026 15:00,Active,52,Truck
C1422,Apple,Hyderabad,Ahmedabad,11.8,89,1.13,12.027616,83.96109,01-08-2026 15:01,Active,52,Truck
C1423,Avocado,Mumbai,Kolkata,4.4,66,1.13,10.446753,72.670465,01-08-2026 15:02,Active,57,Truck
C1424,Mango,Bengaluru,Kolkata,9.6,71,0.11,17.559792,87.468658,01-08-2026 15:03,Low Battery,42,Truck
C1425,Orange,Hyderabad,Lucknow,13,74,0.79,19.739878,77.908412,01-08-2026 15:04,Active,90,Truck
C1426,Mango,Bengaluru,Jaipur,8.8,87,0.32,19.133143,78.656382,01-08-2026 15:05,Active,62,Rail
C1427,Apple,Chennai,Delhi,6.7,68,1.43,20.674752,79.835144,01-08-2026 15:06,Active,75,Rail
C1428,Banana,Hyderabad,Ahmedabad,5.1,94,1.39,12.998457,72.657975,01-08-2026 15:07,Active,96,Truck
C1429,Banana,Mumbai,Ahmedabad,5.3,73,0.13,18.59579,84.713156,01-08-2026 15:08,Active,72,Rail
C1430,Avocado,Mumbai,Lucknow,5.9,67,0.55,9.688082,73.583281,01-08-2026 15:09,Active,89,Truck
C1431,Avocado,Bengaluru,Lucknow,4.7,95,1.18,25.731493,78.999456,01-08-2026 15:10,Low Battery,46,Rail
C1432,Avocado,Chennai,Jaipur,11.7,64,0.13,22.6958,72.625124,01-08-2026 15:11,Low Battery,44,Rail
C1433,Orange,Pune,Kolkata,2.9,69,1.38,16.356472,79.443573,01-08-2026 15:12,Active,65,Truck
C1434,Banana,Mumbai,Delhi,10.8,89,0.11,22.765856,73.04342,01-08-2026 15:13,Active,87,Truck
C1435,Apple,Pune,Ahmedabad,14.1,61,0.51,22.060513,82.008336,01-08-2026 15:14,Active,58,Rail
C1436,Avocado,Mumbai,Kolkata,8.2,89,0.41,23.308455,85.146712,01-08-2026 15:15,Active,94,Truck
C1437,Apple,Chennai,Delhi,10.8,78,1.44,8.228579,86.433654,01-08-2026 15:16,Low Battery,49,Truck
C1438,Orange,Hyderabad,Jaipur,9.8,89,0.87,9.745101,75.465873,01-08-2026 15:17,Active,87,Rail
C1439,Orange,Mumbai,Delhi,3.9,66,0.41,25.112342,75.206383,01-08-2026 15:18,Active,51,Rail
C1440,Orange,Hyderabad,Kolkata,3,59,0.45,12.047061,81.579828,01-08-2026 15:19,Active,100,Truck
C1441,Mango,Mumbai,Kolkata,3.3,94,0.2,11.966721,80.01671,01-08-2026 15:20,Active,61,Truck
C1442,Orange,Bengaluru,Ahmedabad,9.4,75,1.44,11.45711,77.168044,01-08-2026 15:21,Active,90,Rail
C1443,Apple,Pune,Lucknow,3.7,76,1.33,17.488392,77.919236,01-08-2026 15:22,Active,59,Truck
C1444,Mango,Bengaluru,Kolkata,10.4,60,1.28,25.60363,74.310028,01-08-2026 15:23,Active,74,Truck
C1445,Avocado,Mumbai,Jaipur,13.6,87,0.98,24.659169,81.551863,01-08-2026 15:24,Active,89,Truck
C1446,Orange,Mumbai,Kolkata,5.4,89,0.76,23.891543,78.036007,01-08-2026 15:25,Active,54,Truck
C1447,Banana,Mumbai,Jaipur,8.5,60,0.66,18.294429,82.934195,01-08-2026 15:26,Active,94,Truck
C1448,Banana,Pune,Kolkata,4.1,91,1.43,21.517973,87.967637,01-08-2026 15:27,Active,87,Truck
C1449,Mango,Mumbai,Kolkata,11.9,69,0.19,15.573421,72.706339,01-08-2026 15:28,Active,53,Rail
C1450,Banana,Hyderabad,Kolkata,13.9,57,0.16,21.294757,73.703213,01-08-2026 15:29,Active,73,Truck
C1451,Banana,Pune,Jaipur,10.5,78,0.92,26.413646,73.284318,01-08-2026 15:30,Active,56,Rail
C1452,Apple,Bengaluru,Ahmedabad,12.6,77,0.78,17.883257,81.969481,01-08-2026 15:31,Active,72,Truck
C1453,Mango,Chennai,Jaipur,3,72,0.4,11.831566,77.976679,01-08-2026 15:32,Active,85,Rail
C1454,Apple,Pune,Delhi,11.4,85,1.05,17.819934,81.74805,01-08-2026 15:33,Active,81,Truck
C1455,Avocado,Bengaluru,Delhi,3.7,92,0.33,20.905579,72.646649,01-08-2026 15:34,Active,76,Truck
C1456,Apple,Hyderabad,Delhi,14,88,1.44,20.286829,81.299478,01-08-2026 15:35,Low Battery,41,Truck
C1457,Banana,Bengaluru,Lucknow,9.9,85,1.31,11.496619,85.700999,01-08-2026 15:36,Active,78,Truck
